NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	2088130	2088492	SGL_RS11750	sll0426	hypothetical protein	-
NC_000911.1	CDS	2088680	2090023	SGL_RS11755	slr0444	3-phosphoshikimate 1-carboxyvinyltransferase	+
NC_000911.1	CDS	2090026	2091630	SGL_RS11760	sll0424	radical SAM protein	-
NC_000911.1	CDS	2091711	2092178	SGL_RS11765	sll0423	hypothetical protein	-
NC_000911.1	tRNA	2092400	2092471	SGL_RS11770	ST6803t24	tRNA-Asn	+
NC_000911.1	CDS	2092519	2093508	SGL_RS11775	sll0422	isoaspartyl peptidase/L-asparaginase	-
NC_000911.1	CDS	2093629	2094924	SGL_RS11780	sll0421	adenylosuccinate lyase	-
NC_000911.1	CDS	2095034	2095666	SGL_RS11785	slr0445	Uma2 family endonuclease	+
NC_000911.1	CDS	2095723	2096031	SGL_RS11790	sll0420	urease subunit beta	-
NC_000911.1	CDS	2096076	2096540	SGL_RS11795	sll0419	hypothetical protein	-
NC_000911.1	CDS	2096618	2097574	SGL_RS11800	sll0418	2-methyl-6-phytyl-1,4-hydroquinone	-
NC_000911.1	CDS	2097643	2098602	SGL_RS11805	slr0446	DNA polymerase III subunit delta'	+
NC_000911.1	CDS	2098921	2100261	SGL_RS11810	slr0447	urea ABC transporter substrate-binding protein	+
NC_000911.1	CDS	2100463	2101980	SGL_RS11815	slr0448	DNA repair protein RadA	+
NC_000911.1	CDS	2101977	2102567	SGL_RS11820	sll0274	pentapeptide repeat-containing protein	-
NC_000911.1	CDS	2102769	2104391	SGL_RS11825	sll0273	Na+/H+ antiporter NhaS2	-
NC_000911.1	CDS	2104439	2104912	SGL_RS11830	sll0272	DUF2996 domain-containing protein	-
NC_000911.1	CDS	2104943	2105608	SGL_RS11835	sll0271	N utilization substance protein B	-
NC_000911.1	CDS	2105813	2107645	SGL_RS11840	slr0280	phosphodiester glycosidase family protein	+
NC_000911.1	CDS	2107664	2110159	SGL_RS11845	sll0270	primosomal protein N'	-
NC_000911.1	CDS	2110166	2110579	SGL_RS11850	sll0269	hypothetical protein	-
NC_000911.1	CDS	2110697	2111104	SGL_RS11855	sll0268	YtxH domain-containing protein	-
NC_000911.1	CDS	2111141	2115877	SGL_RS11860	sll0267	PAS domain S-box protein	-
NC_000911.1	CDS	2116083	2117321	SGL_RS11865	sll0266	hypothetical protein	-
NC_000911.1	CDS	2117309	2118214	SGL_RS11870	sll0265	hypothetical protein	-
NC_000911.1	CDS	2118198	2119388	SGL_RS11875	sll0264	aromatic ring-hydroxylating dioxygenase subunit	-
NC_000911.1	CDS	2119301	2120020	SGL_RS11880	sll0263	hypothetical protein	-
NC_000911.1	CDS	2120067	2121146	SGL_RS11885	sll0262	linoleoyl-CoA desaturase	-
NC_000911.1	CDS	2121641	2123347	SGL_RS11890	sll0261	potassium channel protein	-
NC_000911.1	CDS	2123646	2123996	SGL_RS11895	slr0284	phage holin family protein	+
NC_000911.1	CDS	2124176	2124973	SGL_RS11900	slr0285	radical SAM protein	+
NC_000911.1	CDS	2124966	2126246	SGL_RS11905	slr0286	hypothetical protein	+
NC_000911.1	CDS	2126243	2127589	SGL_RS11910	sll0260	HlyC/CorC family transporter	-
NC_000911.1	CDS	2127879	2128127	SGL_RS11915	ssr0482	30S ribosomal protein S16	+
NC_000911.1	CDS	2128168	2128524	SGL_RS11920	slr0287	KH domain-containing protein	+
NC_000911.1	CDS	2128767	2130941	SGL_RS11925	slr0288	glutamine synthetase	+
NC_000911.1	CDS	2131105	2131539	SGL_RS11930	slr0291	DUF29 domain-containing protein	+
NC_000911.1	CDS	2131616	2132098	SGL_RS11935	sll0258	cytochrome c550	-
NC_000911.1	CDS	2132257	2132457	SGL_RS11940	ssl0483	hypothetical protein	-
NC_000911.1	CDS	2132796	2133545	SGL_RS11945	slr0292	sirohydrochlorin chelatase	+
NC_000911.1	CDS	2133549	2134022	SGL_RS11950	sll0257	tRNA	-
NC_000911.1	CDS	2134202	2137153	SGL_RS11955	slr0293	glycine dehydrogenase	+
NC_000911.1	CDS	2137259	2137738	SGL_RS11960	slr0294	hypothetical protein	+
NC_000911.1	CDS	2137686	2138081	SGL_RS11965	slr0392	hypothetical protein	+
NC_000911.1	CDS	2138074	2138439	SGL_RS11970	slr0393	HNH endonuclease	+
NC_000911.1	CDS	2138496	2138621	SGL_RS18940	SGL_RS18940	DUF433 domain-containing protein	+
NC_000911.1	CDS	2138723	2139142	SGL_RS11975	sll0364	DUF2358 domain-containing protein	-
NC_000911.1	CDS	2139193	2140395	SGL_RS11980	slr0394	phosphoglycerate kinase	+
NC_000911.1	CDS	2140664	2141593	SGL_RS11985	slr0395	nitrogen assimilation transcriptional activator	+
NC_000911.1	CDS	2141613	2144246	SGL_RS11990	sll0362	alanine--tRNA ligase	-
NC_000911.1	CDS	2144427	2144897	SGL_RS11995	sll0361	hypothetical protein	-
NC_000911.1	CDS	2144979	2145812	SGL_RS12000	sll0360	CPBP family intramembrane metalloprotease	-
NC_000911.1	CDS	2146000	2146467	SGL_RS12005	sll0359	AbrB family transcriptional regulator	-
NC_000911.1	CDS	2146801	2147376	SGL_RS12010	slr0397	DUF3038 domain-containing protein	+
NC_000911.1	CDS	2147548	2148033	SGL_RS12015	slr0398	hypothetical protein	+
NC_000911.1	CDS	2148253	2149233	SGL_RS12020	slr0399	3-beta hydroxysteroid dehydrogenase	+
NC_000911.1	CDS	2149333	2150250	SGL_RS12025	slr0400	NAD(+) kinase	+
NC_000911.1	CDS	2150247	2151401	SGL_RS12030	slr0401	spermidine/putrescine ABC transporter	+
NC_000911.1	tRNA	2151437	2151508	SGL_RS12035	ST6803t25	tRNA-Thr	-
NC_000911.1	CDS	2151606	2152190	SGL_RS12040	slr0402	non-canonical purine NTP pyrophosphatase	+
NC_000911.1	CDS	2152291	2152629	SGL_RS12045	ssl0707	nitrogen regulatory protein P-II	-
NC_000911.1	CDS	2152932	2153933	SGL_RS12050	slr0404	DUF1517 domain-containing protein	+
NC_000911.1	CDS	2154205	2154498	SGL_RS12055	ssr0657	hypothetical protein	+
NC_000911.1	CDS	2154516	2155172	SGL_RS12060	sll0356	N-(5'-phosphoribosyl)anthranilate isomerase	-
NC_000911.1	CDS	2155273	2156265	SGL_RS12065	sll0355	EamA family transporter	-
NC_000911.1	CDS	2156497	2156961	SGL_RS12070	sll0354	DUF4281 domain-containing protein	-
NC_000911.1	CDS	2157115	2157303	SGL_RS12075	SGL_RS12075	DUF2442 domain-containing protein	+
NC_000911.1	CDS	2157442	2158470	SGL_RS12080	slr0406	dihydroorotase	+
NC_000911.1	CDS	2158543	2159355	SGL_RS12085	slr0407	class I SAM-dependent methyltransferase	+
NC_000911.1	CDS	2159620	2172219	SGL_RS12090	slr0408	DUF4114 domain-containing protein	+
NC_000911.1	CDS	2172365	2173099	SGL_RS12095	slr0142	DUF1275 domain-containing protein	+
NC_000911.1	CDS	2173197	2176772	SGL_RS12100	slr0143	hypothetical protein	+
NC_000911.1	CDS	2177172	2177903	SGL_RS12105	slr0144	hypothetical protein	+
NC_000911.1	CDS	2177900	2178310	SGL_RS12110	slr0145	hypothetical protein	+
NC_000911.1	CDS	2178627	2179505	SGL_RS12120	slr0147	hypothetical protein	+
NC_000911.1	CDS	2179537	2180019	SGL_RS12125	slr0148	ferredoxin	+
NC_000911.1	CDS	2180073	2180543	SGL_RS12130	slr0149	hypothetical protein	+
NC_000911.1	CDS	2180577	2180888	SGL_RS12135	slr0150	ferredoxin	+
NC_000911.1	CDS	2181013	2181975	SGL_RS12140	slr0151	tetratricopeptide repeat protein	+
NC_000911.1	CDS	2182063	2183958	SGL_RS12145	slr0152	serine/threonine protein kinase	+
NC_000911.1	CDS	2184030	2185784	SGL_RS12150	sll0149	hypothetical protein	-
NC_000911.1	CDS	2185870	2188077	SGL_RS12155	sll0148	caspase family protein	-
NC_000911.1	CDS	2188230	2190236	SGL_RS12160	sll0147	hypothetical protein	-
NC_000911.1	CDS	2190933	2192051	SGL_RS12165	sll0146	branched-chain amino acid ABC transporter	-
NC_000911.1	CDS	2192133	2192681	SGL_RS12170	sll0145	ribosome-recycling factor	-
NC_000911.1	CDS	2192668	2193390	SGL_RS12175	sll0144	UMP kinase	-
NC_000911.1	CDS	2193591	2193812	SGL_RS12180	ssl0259	type II toxin-antitoxin system HicB family	-
NC_000911.1	CDS	2193813	2194040	SGL_RS12185	SGL_RS12185	type II toxin-antitoxin system HicA family	-
NC_000911.1	CDS	2194405	2197101	SGL_RS12190	slr0156	chaperone protein ClpB	+
NC_000911.1	CDS	2197132	2197620	SGL_RS12195	slr0157	hypothetical protein	+
NC_000911.1	CDS	2197732	2200959	SGL_RS12200	sll0142	AcrB/AcrD/AcrF family protein	-
NC_000911.1	CDS	2201147	2202550	SGL_RS12205	sll0141	efflux RND transporter periplasmic adaptor	-
NC_000911.1	CDS	2202944	2204053	SGL_RS12210	slr0161	type IV pili twitching motility protein PilT	+
NC_000911.1	pseudoCDS	2204157	2205372	SGL_RS18945	SGL_RS18945	pilus assembly protein PilC	+
NC_000911.1	CDS	2205774	2206451	SGL_RS12225	slr0164	ATP-dependent Clp protease proteolytic subunit	+
NC_000911.1	CDS	2206551	2207159	SGL_RS12230	slr0165	ATP-dependent Clp protease proteolytic subunit	+
NC_000911.1	CDS	2207370	2208695	SGL_RS12235	sll0136	Xaa-Pro aminopeptidase	-
NC_000911.1	CDS	2208778	2209758	SGL_RS12240	sll0135	S-methyl-5'-thioadenosine phosphorylase	-
NC_000911.1	CDS	2209703	2209939	SGL_RS12245	ssl0242	DUF3134 domain-containing protein	-
NC_000911.1	CDS	2210006	2210161	SGL_RS18950	SGL_RS18950	ribbon-helix-helix protein, CopG family	-
NC_000911.1	pseudoCDS	2210334	2211162	SGL_RS18955	SGL_RS18955	IS5/IS1182 family transposase	+
NC_000911.1	CDS	2211283	2212479	SGL_RS12255	slr1923	hypothetical protein	+
NC_000911.1	CDS	2212505	2213707	SGL_RS12260	slr1924	D-alanyl-D-alanine carboxypeptidase	+
NC_000911.1	CDS	2213707	2214735	SGL_RS12265	slr1925	cobalamin biosynthesis protein CobD	+
NC_000911.1	CDS	2214685	2215731	SGL_RS12270	sll1865	peptide chain release factor 2	-
NC_000911.1	CDS	2216151	2216396	SGL_RS12275	SGL_RS12275	hypothetical protein	+
NC_000911.1	CDS	2216476	2219175	SGL_RS12280	sll1864	CBS domain-containing protein	-
NC_000911.1	CDS	2219290	2219793	SGL_RS12285	slr1926	hypothetical protein	+
NC_000911.1	CDS	2219741	2220961	SGL_RS12290	slr1927	DUF58 domain-containing protein	+
NC_000911.1	CDS	2221047	2221631	SGL_RS12295	slr1928	prepilin-type cleavage/methylation	+
NC_000911.1	CDS	2221648	2222199	SGL_RS18960	SGL_RS18960	type II secretion system protein	+
NC_000911.1	CDS	2222316	2222876	SGL_RS12305	slr1930	type II secretion system protein	+
NC_000911.1	CDS	2222898	2223815	SGL_RS18965	SGL_RS18965	hypothetical protein	+
NC_000911.1	CDS	2223873	2224568	SGL_RS12310	slr1932	alpha/beta hydrolase	+
NC_000911.1	CDS	2224789	2225112	SGL_RS12315	sll1863	hypothetical protein	-
NC_000911.1	CDS	2225278	2225709	SGL_RS12320	sll1862	hypothetical protein	-
NC_000911.1	CDS	2225766	2226530	SGL_RS12325	sll1861	IS5 family transposase	-
NC_000911.1	CDS	2226619	2227404	SGL_RS12330	sll1860	IS5/IS1182 family transposase IS5Sb	-
NC_000911.1	CDS	2227829	2228377	SGL_RS12335	slr1933	dTDP-4-dehydrorhamnose 3,5-epimerase	+
NC_000911.1	CDS	2228445	2230328	SGL_RS12340	sll1858	hypothetical protein	-
NC_000911.1	CDS	2230487	2231515	SGL_RS12345	slr1934	pyruvate dehydrogenase (acetyl-transferring) E1	+
NC_000911.1	CDS	2231639	2233036	SGL_RS12350	slr1935	MFS transporter	+
NC_000911.1	CDS	2233037	2233834	SGL_RS12355	sll1854	exodeoxyribonuclease III	-
NC_000911.1	CDS	2233809	2234273	SGL_RS12360	sll1853	DUF3750 domain-containing protein	-
NC_000911.1	CDS	2234304	2234753	SGL_RS12365	sll1852	nucleoside-diphosphate kinase	-
NC_000911.1	tRNA	2234978	2235050	SGL_RS12370	ST6803t26	tRNA-Ala	+
NC_000911.1	CDS	2235072	2235458	SGL_RS12375	sll1851	hypothetical protein	-
NC_000911.1	pseudoCDS	2235561	2236408	SGL_RS18970	SGL_RS18970	IS630 family transposase	+
NC_000911.1	CDS	2236419	2237054	SGL_RS12390	sll1849	aromatic ring-hydroxylating dioxygenase subunit	-
NC_000911.1	CDS	2237134	2238189	SGL_RS12395	slr1938	S-methyl-5-thioribose-1-phosphate isomerase	+
NC_000911.1	CDS	2238277	2238954	SGL_RS12400	sll1848	1-acyl-sn-glycerol-3-phosphate acyltransferase	-
NC_000911.1	CDS	2239035	2239250	SGL_RS12405	SGL_RS12405	hypothetical protein	-
NC_000911.1	CDS	2239239	2241248	SGL_RS12410	slr1939	hypothetical protein	+
NC_000911.1	CDS	2241340	2242788	SGL_RS12415	slr1940	collagen-like protein	+
NC_000911.1	CDS	2242874	2243137	SGL_RS12420	ssr3300	hypothetical protein	+
NC_000911.1	CDS	2243250	2243729	SGL_RS12425	sll1845	hypothetical protein	-
NC_000911.1	CDS	2243851	2245368	SGL_RS12430	slr1942	circadian clock protein KaiC	+
NC_000911.1	CDS	2245407	2245583	SGL_RS12435	ssr3304	hypothetical protein	+
NC_000911.1	CDS	2245699	2246631	SGL_RS12440	slr1943	glycosyltransferase	+
NC_000911.1	CDS	2246867	2248483	SGL_RS12445	slr1944	alpha/beta hydrolase	+
NC_000911.1	CDS	2248578	2250176	SGL_RS12450	slr1945	2,3-bisphosphoglycerate-independent	+
NC_000911.1	CDS	2250241	2250474	SGL_RS12455	ssr3307	preprotein translocase subunit SecG	+
NC_000911.1	CDS	2250711	2251496	SGL_RS12460	slr1946	hypothetical protein	+
NC_000911.1	CDS	2251657	2252958	SGL_RS12465	sll1841	2-oxo acid dehydrogenase subunit E2	-
NC_000911.1	CDS	2253169	2253807	SGL_RS12470	slr1949	thylakoid membrane protein	+
NC_000911.1	CDS	2254112	2256454	SGL_RS12475	slr1950	copper-translocating P-type ATPase	+
NC_000911.1	CDS	2256697	2257170	SGL_RS12480	slr1951	FHA domain-containing protein	+
NC_000911.1	CDS	2257203	2257964	SGL_RS12485	slr0989	YebC/PmpR family DNA-binding transcriptional	+
NC_000911.1	CDS	2258074	2259243	SGL_RS12490	slr0990	putative glutamate--cysteine ligase	+
NC_000911.1	CDS	2259402	2259863	SGL_RS12495	slr0992	tRNA	+
NC_000911.1	CDS	2260429	2262576	SGL_RS12500	slr0993	LysM peptidoglycan-binding domain-containing	+
NC_000911.1	CDS	2262805	2263380	SGL_RS12505	sll0947	light-repressed protein A	-
NC_000911.1	CDS	2263827	2264510	SGL_RS12510	slr0994	octanoyltransferase	+
NC_000911.1	CDS	2264491	2264781	SGL_RS12515	ssl1807	hypothetical protein	-
NC_000911.1	tRNA	2264982	2265053	SGL_RS12520	ST6803t27	tRNA-Lys	-
NC_000911.1	CDS	2265213	2266646	SGL_RS12525	sll0945	glycogen synthase	-
NC_000911.1	CDS	2266850	2267188	SGL_RS12530	sll0944	DUF1830 domain-containing protein	-
NC_000911.1	CDS	2267490	2269085	SGL_RS12535	slr0320	radical SAM protein	+
NC_000911.1	CDS	2269126	2270112	SGL_RS12540	sll0306	RNA polymerase sigma factor, RpoD/SigA family	-
NC_000911.1	CDS	2270624	2271571	SGL_RS12545	slr0321	GTPase Era	+
NC_000911.1	CDS	2271581	2274868	SGL_RS12550	slr0322	hybrid sensor histidine kinase/response	+
NC_000911.1	CDS	2274868	2277996	SGL_RS12555	slr0323	alpha-mannosidase	+
NC_000911.1	CDS	2277989	2278873	SGL_RS12560	slr0324	ABC transporter permease	+
NC_000911.1	CDS	2278921	2279406	SGL_RS12565	slr0325	MEKHLA domain-containing protein	+
NC_000911.1	CDS	2279497	2280006	SGL_RS12570	sll0301	pentapeptide repeat-containing protein	-
NC_000911.1	CDS	2280267	2280947	SGL_RS12575	sll0300	riboflavin synthase	-
NC_000911.1	CDS	2280998	2281441	SGL_RS18975	SGL_RS18975	hypothetical protein	+
NC_000911.1	CDS	2281509	2283182	SGL_RS12585	slr0327	iron ABC transporter permease	+
NC_000911.1	CDS	2283232	2283705	SGL_RS12590	slr0328	phosphotyrosine protein phosphatase	+
NC_000911.1	CDS	2283794	2284777	SGL_RS12595	slr0329	ROK family protein	+
NC_000911.1	CDS	2284791	2285423	SGL_RS12600	sll0298	DUF2062 domain-containing protein	-
NC_000911.1	CDS	2285410	2285997	SGL_RS12605	sll0297	NYN domain-containing protein	-
NC_000911.1	CDS	2286186	2286746	SGL_RS12610	sll0296	Uma2 family endonuclease	-
NC_000911.1	CDS	2286798	2287067	SGL_RS12615	ssl0564	LuxR family transcriptional regulator	-
NC_000911.1	CDS	2287334	2287579	SGL_RS12620	ssl0563	photosystem I iron-sulfur center protein PsaC	-
NC_000911.1	CDS	2287948	2289525	SGL_RS12625	slr0331	NAD(P)H-quinone oxidoreductase chain 4-1	+
NC_000911.1	CDS	2289704	2290024	SGL_RS12630	slr0333	peptide-binding protein	+
NC_000911.1	CDS	2290089	2290421	SGL_RS12635	slr0334	hypothetical protein	+
NC_000911.1	CDS	2290705	2290959	SGL_RS12640	ssr0536	hypothetical protein	+
NC_000911.1	CDS	2291091	2291897	SGL_RS12645	sll0295	hypothetical protein	-
NC_000911.1	CDS	2292188	2294878	SGL_RS12650	slr0335	phycobiliprotein ApcE	+
NC_000911.1	CDS	2295152	2297341	SGL_RS12655	slr0337	hypothetical protein	+
NC_000911.1	CDS	2297368	2298570	SGL_RS12660	sll0294	nuclease	-
NC_000911.1	CDS	2298606	2299118	SGL_RS12665	sll0293	hypothetical protein	-
NC_000911.1	CDS	2299158	2299382	SGL_RS12670	SGL_RS12670	hypothetical protein	-
NC_000911.1	CDS	2299371	2300441	SGL_RS12675	slr0338	gfo/Idh/MocA family oxidoreductase	+
NC_000911.1	CDS	2300515	2302446	SGL_RS12680	slr0168	hypothetical protein	+
NC_000911.1	CDS	2302457	2302639	SGL_RS12685	SGL_RS12685	hypothetical protein	-
NC_000911.1	CDS	2302638	2303279	SGL_RS12690	slr0169	BMC domain-containing protein	+
NC_000911.1	CDS	2303507	2304034	SGL_RS12695	slr0171	tetratricopeptide repeat protein	+
NC_000911.1	CDS	2304094	2304561	SGL_RS12700	slr0172	CBS domain-containing protein	+
NC_000911.1	CDS	2304558	2305886	SGL_RS12705	sll0177	recombinase family protein	-
NC_000911.1	CDS	2305907	2306410	SGL_RS12710	sll0176	hypothetical protein	-
NC_000911.1	CDS	2306349	2306603	SGL_RS12715	SGL_RS12715	hypothetical protein	-
NC_000911.1	CDS	2306600	2306800	SGL_RS12720	ssl0312	hypothetical protein	-
NC_000911.1	CDS	2306850	2308472	SGL_RS12725	sll0175	NAD(P)/FAD-dependent oxidoreductase	-
NC_000911.1	CDS	2308517	2309371	SGL_RS12730	sll0174	hypothetical protein	-
NC_000911.1	CDS	2309413	2310471	SGL_RS12735	sll0173	virginiamycin B hydrolase Vgb	-
NC_000911.1	CDS	2310533	2310991	SGL_RS12740	sll0172	hypothetical protein	-
NC_000911.1	CDS	2311377	2312495	SGL_RS12745	sll0171	aminomethyltransferase	-
NC_000911.1	CDS	2312664	2314574	SGL_RS12750	sll0170	chaperone protein dnaK2	-
NC_000911.1	CDS	2314780	2316924	SGL_RS12755	sll0169	DUF4101 domain-containing protein	-
NC_000911.1	CDS	2317112	2317447	SGL_RS12760	sll0168	hypothetical protein	-
NC_000911.1	CDS	2317536	2318030	SGL_RS12765	sll0167	hypothetical protein	-
NC_000911.1	CDS	2318011	2319627	SGL_RS12770	sll0166	uroporphyrinogen-III C-methyltransferase	-
NC_000911.1	CDS	2319555	2324636	SGL_RS12775	sll0163	hypothetical protein	-
NC_000911.1	CDS	2324735	2324932	SGL_RS12780	SGL_RS12780	hypothetical protein	-
NC_000911.1	CDS	2325045	2325629	SGL_RS12785	sll0162	TIGR04376 family protein	-
NC_000911.1	CDS	2325864	2326937	SGL_RS12790	slr0179	hypothetical protein	+
NC_000911.1	CDS	2327013	2328029	SGL_RS12795	slr0180	IS4 family transposase IS4Sa	+
NC_000911.1	pseudoCDS	2328177	2328987	SGL_RS18980	SGL_RS18980	IS5/IS1182 family transposase	-
NC_000911.1	CDS	2329304	2330119	SGL_RS12805	slr0181	DNA repair protein RecO	+
NC_000911.1	CDS	2330147	2330359	SGL_RS12810	ssl0294	hypothetical protein	-
NC_000911.1	CDS	2330635	2330724	SGL_RS18985	SGL_RS18985	hypothetical protein	+
NC_000911.1	CDS	2330788	2331462	SGL_RS12815	sll0160	cytochrome b/b6 domain-containing protein	-
NC_000911.1	CDS	2331505	2333817	SGL_RS12820	sll0158	1,4-alpha-glucan-branching protein	-
NC_000911.1	CDS	2334042	2334812	SGL_RS12825	sll0157	MBL fold metallo-hydrolase	-
NC_000911.1	CDS	2334877	2335503	SGL_RS12830	sll0156	hypothetical protein	-
NC_000911.1	CDS	2335706	2336326	SGL_RS12835	slr0184	hypothetical protein	+
NC_000911.1	CDS	2336427	2337023	SGL_RS12840	slr0185	orotate phosphoribosyltransferase	+
NC_000911.1	CDS	2337062	2338450	SGL_RS12845	sll0154	hypothetical protein	-
NC_000911.1	CDS	2338636	2340237	SGL_RS12850	slr0186	2-isopropylmalate synthase	+
NC_000911.1	CDS	2340322	2344056	SGL_RS12855	slr0359	PAS domain S-box protein	+
NC_000911.1	CDS	2344152	2345759	SGL_RS12860	slr0360	NCS2 family permease	+
NC_000911.1	CDS	2345797	2346546	SGL_RS12865	slr0361	RNA pseudouridine synthase	+
NC_000911.1	CDS	2346573	2347127	SGL_RS12870	slr0362	YqeG family HAD IIIA-type phosphatase	+
NC_000911.1	CDS	2347500	2349911	SGL_RS12875	sll0350	DUF3769 domain-containing protein	-
NC_000911.1	CDS	2350140	2350256	SGL_RS12880	sml0001	photosystem II reaction center protein I	-
NC_000911.1	CDS	2350372	2350983	SGL_RS12885	slr0363	DUF721 domain-containing protein	+
NC_000911.1	pseudoCDS	2351323	2365685	SGL_RS12890	SGL_RS12890	Ig-like domain repeat protein	+
NC_000911.1	CDS	2365930	2369181	SGL_RS12895	slr0369	hydrophobe/amphiphile efflux-1 family RND	+
NC_000911.1	CDS	2369282	2370646	SGL_RS12900	slr0370	succinate-semialdehyde dehydrogenase [NADP+]	+
NC_000911.1	CDS	2370818	2372110	SGL_RS12905	sll0337	ATPase	-
NC_000911.1	CDS	2372249	2373229	SGL_RS12910	sll0336	acetyl-CoA carboxylase carboxyl transferase	-
NC_000911.1	CDS	2373343	2374788	SGL_RS12915	sll0335	circularly permuted type 2 ATP-grasp protein	-
NC_000911.1	CDS	2375068	2375448	SGL_RS12920	slr0373	hypothetical protein	+
NC_000911.1	CDS	2375539	2377044	SGL_RS12925	slr0374	ATPase AAA	+
NC_000911.1	CDS	2377177	2377527	SGL_RS12930	slr0376	DUF1257 domain-containing protein	+
NC_000911.1	CDS	2377709	2378938	SGL_RS12935	slr0377	hypothetical protein	+
NC_000911.1	CDS	2378981	2381095	SGL_RS12940	slr0378	7-beta-(4-carbaxybutanamido)cephalosporanic acid	+
NC_000911.1	CDS	2381041	2381751	SGL_RS12945	slr0379	dTMP kinase	+
NC_000911.1	CDS	2381748	2383127	SGL_RS12950	slr0380	CHAT domain-containing protein	+
NC_000911.1	CDS	2383241	2383636	SGL_RS12955	slr0381	lactoylglutathione lyase	+
NC_000911.1	CDS	2383699	2383968	SGL_RS12960	SGL_RS12960	hypothetical protein	+
NC_000911.1	CDS	2383949	2384728	SGL_RS12965	sll0330	KR domain-containing protein	-
NC_000911.1	CDS	2385351	2385911	SGL_RS12970	slr0383	16S rRNA (guanine(966)-N(2))-methyltransferase	+
NC_000911.1	CDS	2385939	2387168	SGL_RS12975	slr0384	glycosyltransferase family 1 protein	+
NC_000911.1	CDS	2387177	2387377	SGL_RS12980	SGL_RS12980	hypothetical protein	+
NC_000911.1	CDS	2387424	2388851	SGL_RS12985	sll0329	phosphogluconate dehydrogenase	-
NC_000911.1	CDS	2389062	2389481	SGL_RS12990	sll0328	hypothetical protein	-
NC_000911.1	CDS	2389481	2389900	SGL_RS12995	sll0327	hypothetical protein	-
NC_000911.1	CDS	2390216	2391454	SGL_RS13000	slr0386	SGNH/GDSL hydrolase family protein	+
NC_000911.1	CDS	2391547	2392707	SGL_RS13005	slr0387	cysteine desulfurase	+
NC_000911.1	CDS	2392729	2393403	SGL_RS13010	slr0388	ComF family protein	+
NC_000911.1	CDS	2393493	2394107	SGL_RS13015	slr0769	L,D-transpeptidase	+
NC_000911.1	CDS	2394232	2394552	SGL_RS13020	slr0770	DUF433 domain-containing protein	+
NC_000911.1	CDS	2394536	2394871	SGL_RS13025	slr0771	hypothetical protein	+
NC_000911.1	CDS	2395103	2396629	SGL_RS13030	slr0772	ferredoxin:protochlorophyllide reductase	+
NC_000911.1	CDS	2396761	2397441	SGL_RS13035	slr0773	TrkA family potassium uptake protein	+
NC_000911.1	CDS	2397478	2399118	SGL_RS13040	sll0772	hypothetical protein	-
