Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
CDS	2251657	2252958	SGL_RS12465	sll1841	2-oxo acid dehydrogenase subunit E2	-
CDS	2253169	2253807	SGL_RS12470	slr1949	thylakoid membrane protein	+
CDS	2254112	2256454	SGL_RS12475	slr1950	copper-translocating P-type ATPase	+
CDS	2256697	2257170	SGL_RS12480	slr1951	FHA domain-containing protein	+
CDS	2257203	2257964	SGL_RS12485	slr0989	YebC/PmpR family DNA-binding transcriptional	+
CDS	2258074	2259243	SGL_RS12490	slr0990	putative glutamate--cysteine ligase	+
CDS	2259402	2259863	SGL_RS12495	slr0992	tRNA	+
CDS	2260429	2262576	SGL_RS12500	slr0993	lipoprotein NlpD	+
CDS	2262805	2263380	SGL_RS12505	sll0947	light-repressed protein A	-
CDS	2263827	2264510	SGL_RS12510	slr0994	octanoyltransferase	+
CDS	2264491	2264781	SGL_RS12515	ssl1807	hypothetical protein	-
tRNA	2264982	2265053	SGL_RS12520	ST6803t27	tRNA-Lys	-
CDS	2265213	2266646	SGL_RS12525	sll0945	glycogen synthase	-
CDS	2266850	2267188	SGL_RS12530	sll0944	DUF1830 domain-containing protein	-
CDS	2267490	2269085	SGL_RS12535	slr0320	radical SAM protein	+
CDS	2269126	2270112	SGL_RS12540	sll0306	RNA polymerase sigma factor, RpoD/SigA family	-
CDS	2270624	2271571	SGL_RS12545	slr0321	GTPase Era	+
CDS	2271581	2274868	SGL_RS12550	slr0322	hybrid sensor histidine kinase/response	+
CDS	2274868	2277996	SGL_RS12555	slr0323	alpha-mannosidase	+
CDS	2277989	2278873	SGL_RS12560	slr0324	ABC transporter permease	+
CDS	2278921	2279406	SGL_RS12565	slr0325	MEKHLA domain-containing protein	+
CDS	2279497	2280006	SGL_RS12570	sll0301	pentapeptide repeat-containing protein	-
CDS	2280267	2280947	SGL_RS12575	sll0300	riboflavin synthase	-
CDS	2280998	2281441	SGL_RS18975	SGL_RS18975	hypothetical protein	+
CDS	2281509	2283182	SGL_RS12585	slr0327	iron ABC transporter permease	+
CDS	2283232	2283705	SGL_RS12590	slr0328	phosphotyrosine protein phosphatase	+
CDS	2283794	2284777	SGL_RS12595	slr0329	ROK family protein	+
CDS	2284791	2285423	SGL_RS12600	sll0298	DUF2062 domain-containing protein	-
CDS	2285410	2285997	SGL_RS12605	sll0297	NYN domain-containing protein	-
CDS	2286186	2286746	SGL_RS12610	sll0296	Uma2 family endonuclease	-
CDS	2286798	2287067	SGL_RS12615	ssl0564	LuxR family transcriptional regulator	-
CDS	2287334	2287579	SGL_RS12620	ssl0563	photosystem I iron-sulfur center protein PsaC	-
CDS	2287948	2289525	SGL_RS12625	slr0331	NAD(P)H-quinone oxidoreductase chain 4-1	+
CDS	2289704	2290024	SGL_RS12630	slr0333	peptide-binding protein	+
CDS	2290089	2290421	SGL_RS12635	slr0334	hypothetical protein	+
CDS	2290705	2290959	SGL_RS12640	ssr0536	hypothetical protein	+
CDS	2291091	2291897	SGL_RS12645	sll0295	hypothetical protein	-
CDS	2292188	2294878	SGL_RS12650	slr0335	phycobiliprotein ApcE	+
CDS	2295152	2297341	SGL_RS12655	slr0337	hypothetical protein	+
CDS	2297368	2298570	SGL_RS12660	sll0294	nuclease	-
CDS	2298606	2299118	SGL_RS12665	sll0293	hypothetical protein	-
CDS	2299158	2299382	SGL_RS12670	SGL_RS12670	hypothetical protein	-
CDS	2299371	2300441	SGL_RS12675	slr0338	gfo/Idh/MocA family oxidoreductase	+
CDS	2300515	2302446	SGL_RS12680	slr0168	hypothetical protein	+
CDS	2302457	2302639	SGL_RS12685	SGL_RS12685	hypothetical protein	-
CDS	2302638	2303279	SGL_RS12690	slr0169	BMC domain-containing protein	+
CDS	2303507	2304034	SGL_RS12695	slr0171	photosystem I assembly protein	+
CDS	2304094	2304561	SGL_RS12700	slr0172	CBS domain-containing protein	+
CDS	2304558	2305886	SGL_RS12705	sll0177	recombinase family protein	-
CDS	2305907	2306410	SGL_RS12710	sll0176	hypothetical protein	-
CDS	2306349	2306603	SGL_RS12715	SGL_RS12715	hypothetical protein	-
CDS	2306600	2306800	SGL_RS12720	ssl0312	hypothetical protein	-
CDS	2306850	2308472	SGL_RS12725	sll0175	NAD(P)/FAD-dependent oxidoreductase	-
CDS	2308517	2309371	SGL_RS12730	sll0174	hypothetical protein	-
CDS	2309413	2310471	SGL_RS12735	sll0173	virginiamycin B hydrolase Vgb	-
CDS	2310533	2310991	SGL_RS12740	sll0172	hypothetical protein	-
CDS	2311377	2312495	SGL_RS12745	sll0171	aminomethyltransferase	-
CDS	2312664	2314574	SGL_RS12750	sll0170	chaperone protein dnaK2	-
CDS	2314780	2316924	SGL_RS12755	sll0169	hypothetical protein	-
CDS	2317112	2317447	SGL_RS12760	sll0168	hypothetical protein	-
CDS	2317536	2318030	SGL_RS12765	sll0167	hypothetical protein	-
CDS	2318011	2319627	SGL_RS12770	sll0166	uroporphyrinogen-III C-methyltransferase	-
CDS	2319555	2324636	SGL_RS12775	sll0163	hypothetical protein	-
CDS	2324735	2324932	SGL_RS12780	SGL_RS12780	hypothetical protein	-
CDS	2325045	2325629	SGL_RS12785	sll0162	TIGR04376 family protein	-
CDS	2325864	2326937	SGL_RS12790	slr0179	hypothetical protein	+
CDS	2327013	2328029	SGL_RS12795	slr0180	IS4 family transposase IS4Sa	+
pseudoCDS	2328177	2328987	SGL_RS18980	SGL_RS18980	IS5/IS1182 family transposase	-
CDS	2329304	2330119	SGL_RS12805	slr0181	DNA repair protein RecO	+
CDS	2330147	2330359	SGL_RS12810	ssl0294	hypothetical protein	-
CDS	2330635	2330724	SGL_RS18985	SGL_RS18985	hypothetical protein	+
CDS	2330788	2331462	SGL_RS12815	sll0160	hypothetical protein	-
CDS	2331505	2333817	SGL_RS12820	sll0158	1,4-alpha-glucan-branching protein	-
CDS	2334042	2334812	SGL_RS12825	sll0157	MBL fold metallo-hydrolase	-
CDS	2334877	2335503	SGL_RS12830	sll0156	hypothetical protein	-
CDS	2335706	2336326	SGL_RS12835	slr0184	hypothetical protein	+
CDS	2336427	2337023	SGL_RS12840	slr0185	orotate phosphoribosyltransferase	+
CDS	2337062	2338450	SGL_RS12845	sll0154	hypothetical protein	-
CDS	2338636	2340237	SGL_RS12850	slr0186	2-isopropylmalate synthase	+
CDS	2340322	2344056	SGL_RS12855	slr0359	hypothetical protein	+
CDS	2344152	2345759	SGL_RS12860	slr0360	NCS2 family permease	+
CDS	2345797	2346546	SGL_RS12865	slr0361	RNA pseudouridine synthase	+
CDS	2346573	2347127	SGL_RS12870	slr0362	YqeG family HAD IIIA-type phosphatase	+
CDS	2347500	2349911	SGL_RS12875	sll0350	DUF3769 domain-containing protein	-
CDS	2350140	2350256	SGL_RS12880	sml0001	photosystem II reaction center protein I	-
CDS	2350372	2350983	SGL_RS12885	slr0363	DUF721 domain-containing protein	+
pseudoCDS	2351323	2365685	SGL_RS12890	SGL_RS12890	Ig-like domain repeat protein	+
CDS	2365930	2369181	SGL_RS12895	slr0369	hydrophobe/amphiphile efflux-1 family RND	+
CDS	2369282	2370646	SGL_RS12900	slr0370	succinate-semialdehyde dehydrogenase [NADP+]	+
CDS	2370818	2372110	SGL_RS12905	sll0337	ATPase	-
CDS	2372249	2373229	SGL_RS12910	sll0336	acetyl-CoA carboxylase carboxyl transferase	-
CDS	2373343	2374788	SGL_RS12915	sll0335	circularly permuted type 2 ATP-grasp protein	-
CDS	2375068	2375448	SGL_RS12920	slr0373	hypothetical protein	+
CDS	2375539	2377044	SGL_RS12925	slr0374	ATPase AAA	+
CDS	2377177	2377527	SGL_RS12930	slr0376	DUF1257 domain-containing protein	+
CDS	2377709	2378938	SGL_RS12935	slr0377	hypothetical protein	+
CDS	2378981	2381095	SGL_RS12940	slr0378	7-beta-(4-carbaxybutanamido)cephalosporanic acid	+
CDS	2381041	2381751	SGL_RS12945	slr0379	dTMP kinase	+
CDS	2381748	2383127	SGL_RS12950	slr0380	CHAT domain-containing protein	+
CDS	2383241	2383636	SGL_RS12955	slr0381	lactoylglutathione lyase	+
CDS	2383699	2383968	SGL_RS12960	SGL_RS12960	hypothetical protein	+
CDS	2383949	2384728	SGL_RS12965	sll0330	3-ketoacyl-ACP reductase	-
CDS	2385351	2385911	SGL_RS12970	slr0383	16S rRNA (guanine(966)-N(2))-methyltransferase	+
CDS	2385939	2387168	SGL_RS12975	slr0384	glycosyltransferase family 1 protein	+
CDS	2387177	2387377	SGL_RS12980	SGL_RS12980	hypothetical protein	+
CDS	2387424	2388851	SGL_RS12985	sll0329	phosphogluconate dehydrogenase	-
CDS	2389062	2389481	SGL_RS12990	sll0328	hypothetical protein	-
CDS	2389481	2389900	SGL_RS12995	sll0327	hypothetical protein	-
CDS	2390216	2391454	SGL_RS13000	slr0386	SGNH/GDSL hydrolase family protein	+
CDS	2391547	2392707	SGL_RS13005	slr0387	cysteine desulfurase	+
CDS	2392729	2393403	SGL_RS13010	slr0388	ComF family protein	+
CDS	2393493	2394107	SGL_RS13015	slr0769	L,D-transpeptidase	+
CDS	2394232	2394552	SGL_RS13020	slr0770	DUF433 domain-containing protein	+
CDS	2394536	2394871	SGL_RS13025	slr0771	hypothetical protein	+
CDS	2395103	2396629	SGL_RS13030	slr0772	ferredoxin:protochlorophyllide reductase	+
CDS	2396761	2397441	SGL_RS13035	slr0773	TrkA family potassium uptake protein	+
CDS	2397478	2399118	SGL_RS13040	sll0772	hypothetical protein	-
CDS	2399210	2400616	SGL_RS13045	sll0771	glucose transporter	-
CDS	2400914	2402332	SGL_RS13050	slr0774	protein translocase subunit SecD	+
CDS	2402393	2403340	SGL_RS13055	slr0775	protein translocase subunit SecF	+
CDS	2403473	2404507	SGL_RS13060	slr0776	UDP-3-O-(3-hydroxymyristoyl)glucosamine	+
CDS	2404615	2404968	SGL_RS13065	sll0767	50S ribosomal protein L20	-
CDS	2405109	2405312	SGL_RS13070	ssl1426	50S ribosomal protein L35	-
CDS	2405409	2406140	SGL_RS13075	sll0766	hypothetical protein	-
CDS	2406130	2406966	SGL_RS13080	sll0765	rhodanese domain-containing protein	-
tRNA	2407058	2407130	SGL_RS13085	ST6803t28	tRNA-Ala	+
CDS	2407565	2408686	SGL_RS13090	sll0764	urea ABC transporter ATP-binding protein UrtD	-
pseudoCDS	2408869	2409544	SGL_RS13095	SGL_RS13095	hypothetical protein	-
CDS	2409572	2409931	SGL_RS13100	sll0761	hypothetical protein	-
CDS	2410030	2410914	SGL_RS13105	sll0760	transporter	-
CDS	2411067	2412110	SGL_RS13110	sll0759	ABC transporter ATP-binding protein	-
CDS	2412178	2412798	SGL_RS13115	slr0779	DUF4126 domain-containing protein	+
CDS	2412826	2414313	SGL_RS13120	sll0757	amidophosphoribosyltransferase	-
CDS	2414584	2414679	SGL_RS13125	smr0001	photosystem II reaction center protein T	+
CDS	2414833	2415318	SGL_RS13130	slr0780	transcriptional regulator NrdR	+
CDS	2415410	2416018	SGL_RS13135	sll0756	hypothetical protein	-
CDS	2416091	2416693	SGL_RS13140	sll0755	peroxiredoxin	-
CDS	2416806	2417207	SGL_RS13145	sll0754	ribosome-binding factor A	-
CDS	2417266	2417466	SGL_RS13150	ssl1417	DUF751 domain-containing protein	-
CDS	2417577	2418461	SGL_RS13155	sll0753	bifunctional 5,10-methylene-tetrahydrofolate	-
pseudoCDS	2418535	2419894	SGL_RS13160	SGL_RS13160	MCE family protein	-
CDS	2420030	2421445	SGL_RS13165	slr0782	hypothetical protein	+
CDS	2421536	2422687	SGL_RS13170	sll0750	adaptive-response sensory-kinase SasA	-
CDS	2422833	2423432	SGL_RS13175	sll0749	hypothetical protein	-
CDS	2423621	2424349	SGL_RS13180	slr0783	triose-phosphate isomerase	+
CDS	2424368	2425390	SGL_RS13185	slr0784	AI-2E family transporter	+
CDS	2425387	2426343	SGL_RS13190	slr0341	amino acid ABC transporter substrate-binding	+
CDS	2426297	2427787	SGL_RS13195	sll0325	hypothetical protein	-
CDS	2428010	2428678	SGL_RS13200	slr0342	cytochrome b6	+
CDS	2428809	2429291	SGL_RS13205	slr0343	cytochrome b6-f complex subunit 4	+
CDS	2429543	2430964	SGL_RS13210	slr0344	glycosyltransferase family 1 protein	+
CDS	2431092	2431499	SGL_RS13215	slr0345	hypothetical protein	+
CDS	2431704	2432438	SGL_RS13220	slr0346	ribonuclease 3 2	+
CDS	2432459	2434762	SGL_RS13225	sll0322	hydrogenase maturation protein HypF	-
CDS	2434808	2436304	SGL_RS13230	sll0321	FAD-dependent oxidoreductase	-
CDS	2436443	2437228	SGL_RS13235	slr0347	ABC transporter permease	+
CDS	2437235	2437888	SGL_RS13240	sll0320	ribonuclease D	-
CDS	2437922	2438815	SGL_RS13245	sll0319	DUF3747 domain-containing protein	-
CDS	2439092	2440312	SGL_RS13250	slr0348	4-hydroxy-3-methylbut-2-enyl diphosphate	+
CDS	2440295	2440933	SGL_RS13255	sll0318	DUF3318 domain-containing protein	-
CDS	2441098	2441883	SGL_RS13260	slr0350	IS5/IS1182 family transposase IS5Sb	+
CDS	2442058	2443308	SGL_RS13265	slr0351	class I SAM-dependent methyltransferase	+
pseudoCDS	2443461	2443931	SGL_RS13270	sll0317	IS4 family transposase	-
CDS	2443999	2444847	SGL_RS18990	SGL_RS18990	IS630 family transposase	+
pseudoCDS	2444803	2445426	SGL_RS18995	SGL_RS18995	hypothetical protein	-
CDS	2445550	2445915	SGL_RS19000	SGL_RS19000	hypothetical protein	+
CDS	2446395	2447339	SGL_RS13285	sll0314	hypothetical protein	-
CDS	2447491	2448123	SGL_RS13290	slr0354	murein transglycosylase	+
CDS	2448222	2448404	SGL_RS19005	SGL_RS19005	30S ribosomal protein S21	-
rRNA	2448648	2448765	SGL_RS13295	ST6803r01	5S ribosomal RNA	-
rRNA	2448838	2451722	SGL_RS13300	ST6803r02	23S ribosomal RNA	-
tRNA	2451968	2452044	SGL_RS13305	ST6803t29	tRNA-Ile	-
rRNA	2452182	2453673	SGL_RS13310	ST6803r03	16S ribosomal RNA	-
CDS	2454087	2455082	SGL_RS13315	slr0355	hypothetical protein	+
CDS	2455121	2455711	SGL_RS13320	slr0356	DUF2808 domain-containing protein	+
CDS	2455755	2456768	SGL_RS13325	sll0312	ABC transporter permease	-
CDS	2456935	2458278	SGL_RS13330	slr0357	histidine--tRNA ligase	+
CDS	2458253	2459377	SGL_RS13335	slr0358	hypothetical protein	+
CDS	2459374	2460282	SGL_RS13340	sll0310	GNAT family N-acetyltransferase	-
CDS	2460360	2461058	SGL_RS13345	sll0309	hypothetical protein	-
CDS	2461358	2462179	SGL_RS13350	sll0024	hypothetical protein	-
CDS	2462212	2463555	SGL_RS13355	sll0023	hypothetical protein	-
CDS	2463555	2464304	SGL_RS13360	sll0022	DUF1190 domain-containing protein	-
CDS	2464527	2465009	SGL_RS13365	slr0001	flavin reductase family protein	+
CDS	2465076	2466326	SGL_RS13370	sll0021	exonuclease SbcCD subunit D	-
CDS	2466407	2468872	SGL_RS13375	sll0020	ATP-dependent Clp protease ATP-binding subunit	-
CDS	2469245	2470426	SGL_RS13380	sll0019	1-deoxy-D-xylulose-5-phosphate reductoisomerase	-
CDS	2470591	2471670	SGL_RS13385	sll0018	fructose-bisphosphate aldolase	-
CDS	2471954	2473255	SGL_RS13390	sll0017	glutamate-1-semialdehyde 2,1-aminomutase	-
CDS	2473645	2474796	SGL_RS13395	sll0016	murein transglycosylase	-
CDS	2475195	2475848	SGL_RS13400	slr0006	Sua5/YciO/YrdC/YwlC family protein	+
CDS	2476020	2476781	SGL_RS13405	slr0007	nucleotidyltransferase	+
CDS	2476853	2478136	SGL_RS13410	slr0008	carboxyl-terminal processing protease	+
CDS	2478414	2479826	SGL_RS13415	slr0009	ribulose bisphosphate carboxylase large chain	+
CDS	2480028	2480444	SGL_RS13420	slr0011	hypothetical protein	+
CDS	2480477	2480818	SGL_RS13425	slr0012	ribulose bisphosphate carboxylase small subunit	+
CDS	2481361	2481888	SGL_RS13430	slr0013	DUF4330 domain-containing protein	+
CDS	2481984	2482688	SGL_RS13435	slr0014	membrane protein	+
CDS	2482743	2483528	SGL_RS13440	sll0012	IS5/IS1182 family transposase IS5Sb	-
CDS	2483643	2484827	SGL_RS13445	slr0015	lipid-A-disaccharide synthase	+
CDS	2484890	2485183	SGL_RS13450	ssl0020	Ferredoxin-1	-
CDS	2485646	2486194	SGL_RS13455	slr0016	hypothetical protein	+
CDS	2486607	2487923	SGL_RS13460	slr0017	UDP-N-acetylglucosamine	+
CDS	2488028	2489428	SGL_RS13465	slr0018	class II fumarate hydratase	+
tRNA	2490057	2490127	SGL_RS13470	ST6803t30	tRNA-Gly	+
CDS	2490326	2493004	SGL_RS13475	slr0019	fimbrial biogenesis outer membrane usher	+
CDS	2493033	2493542	SGL_RS13480	sll0008	hypothetical protein	-
CDS	2493578	2494153	SGL_RS13485	sll0007	hypothetical protein	-
CDS	2494205	2495389	SGL_RS13490	sll0006	pyridoxal phosphate-dependent aminotransferase	-
CDS	2495493	2497538	SGL_RS13495	sll0005	hypothetical protein	-
CDS	2497726	2500221	SGL_RS13500	slr0020	DNA helicase RecG	+
CDS	2500322	2501155	SGL_RS13505	slr0021	signal peptide peptidase SppA	+
CDS	2501221	2503878	SGL_RS13510	sll0002	penicillin-binding protein	-
tRNA	2504105	2504189	SGL_RS13515	ST6803t31	tRNA-Ser	-
CDS	2504168	2504383	SGL_RS19010	SGL_RS19010	hypothetical protein	-
CDS	2504415	2506043	SGL_RS13520	slr0213	GMP synthase (glutamine-hydrolyzing)	+
CDS	2506131	2507405	SGL_RS13525	slr0214	DNA cytosine methyltransferase	+
CDS	2507382	2508362	SGL_RS13530	sll0210	undecaprenyl-diphosphatase	-
CDS	2508477	2509034	SGL_RS13535	slr0216	bifunctional adenosylcobinamide	+
CDS	2509162	2509584	SGL_RS13540	slr0217	hypothetical protein	+
CDS	2509823	2510014	SGL_RS13545	ssr0349	hypothetical protein	+
CDS	2510273	2511295	SGL_RS13550	sll0209	long-chain acyl-[acyl-carrier-protein]	-
CDS	2511514	2512209	SGL_RS13555	sll0208	aldehyde oxygenase (deformylating)	-
CDS	2512467	2513564	SGL_RS13560	sll0207	glucose-1-phosphate thymidylyltransferase	-
CDS	2513806	2515974	SGL_RS13565	slr0220	glycine--tRNA ligase subunit beta	+
CDS	2516150	2516527	SGL_RS13570	sll0205	type II toxin-antitoxin system VapC family	-
CDS	2516528	2516749	SGL_RS13575	slr1000	DUF2281 domain-containing protein	-
CDS	2516814	2518184	SGL_RS13580	sll0204	FADH(2)-oxidizing	-
CDS	2518321	2521857	SGL_RS13585	slr0222	hybrid sensor histidine kinase/response	+
CDS	2521830	2523737	SGL_RS13590	sll0202	tRNA uridine-5-carboxymethylaminomethyl(34)	-
CDS	2523867	2524562	SGL_RS13595	slr0224	sterol desaturase family protein	+
pseudoCDS	2524573	2525420	SGL_RS19015	SGL_RS19015	IS630 family transposase	-
CDS	2525827	2526207	SGL_RS13610	sll0199	plastocyanin	-
CDS	2526633	2528081	SGL_RS13615	slr0226	hypothetical protein	+
CDS	2528160	2528735	SGL_RS13620	sll0198	Uma2 family endonuclease	-
CDS	2529009	2530892	SGL_RS13625	slr0228	ATP-dependent zinc metalloprotease FtsH 2	+
CDS	2530968	2531612	SGL_RS13630	sll0195	ATP-dependent protease	-
CDS	2531666	2532430	SGL_RS13635	sll0194	twin-arginine translocase subunit TatC	-
CDS	2532823	2533695	SGL_RS13640	slr0229	oxidoreductase	+
CDS	2533856	2534065	SGL_RS13645	SGL_RS13645	hypothetical protein	+
CDS	2534106	2534954	SGL_RS19020	SGL_RS19020	IS630 family transposase	+
CDS	2534997	2535455	SGL_RS13655	slr0231	DNA-3-methyladenine glycosylase 2 family	+
CDS	2535487	2536758	SGL_RS13660	sll0192	hypothetical protein	-
CDS	2536824	2537480	SGL_RS13665	slr0232	DedA family protein	+
CDS	2537521	2537838	SGL_RS13670	slr0233	thiol reductase thioredoxin	+
CDS	2537896	2538807	SGL_RS13675	sll0191	hydroxylase	-
CDS	2539000	2540658	SGL_RS13680	sll0416	molecular chaperone GroEL	-
CDS	2540821	2541885	SGL_RS13685	sll0415	multidrug ABC transporter ATP-binding protein	-
CDS	2541864	2542724	SGL_RS13690	sll0414	pentapeptide repeat-containing protein	-
CDS	2542935	2543687	SGL_RS13695	slr0431	SIMPL domain-containing protein	+
pseudoCDS	2543725	2544323	SGL_RS13700	SGL_RS13700	hypothetical protein	-
CDS	2544374	2544997	SGL_RS13705	sll0413	DUF3038 domain-containing protein	-
CDS	2545122	2546381	SGL_RS13710	sll0412	DUF445 domain-containing protein	-
CDS	2546527	2547027	SGL_RS13715	sll0410	hypothetical protein	-
CDS	2547067	2548029	SGL_RS13720	sll0409	o-succinylbenzoate synthase	-
CDS	2548133	2549341	SGL_RS13725	sll0408	peptidyl-prolyl cis-trans isomerase	-
CDS	2549388	2549951	SGL_RS13730	slr0434	elongation factor P	+
CDS	2550059	2550523	SGL_RS13735	slr0435	acetyl-CoA carboxylase biotin carboxyl carrier	+
CDS	2550771	2551646	SGL_RS13740	slr0436	BMC domain-containing protein	+
CDS	2551682	2552167	SGL_RS13745	sll0406	PIN domain-containing protein	-
CDS	2552177	2552962	SGL_RS13750	sll0405	hypothetical protein	-
CDS	2553075	2553338	SGL_RS13755	SGL_RS13755	hypothetical protein	+
CDS	2553495	2553788	SGL_RS13760	SGL_RS13760	hypothetical protein	-
CDS	2553961	2555439	SGL_RS13765	sll0404	glycolate oxidase subunit GlcD	-
CDS	2555593	2555916	SGL_RS13770	slr0438	DUF3082 domain-containing protein	+
CDS	2556081	2556503	SGL_RS13775	sll0403	hypothetical protein	-
CDS	2556814	2558319	SGL_RS13780	slr0439	WD40 repeat domain-containing protein	+
CDS	2558423	2558596	SGL_RS19025	SGL_RS19025	transposase	-
CDS	2558655	2558849	SGL_RS19030	SGL_RS19030	hypothetical protein	+
CDS	2558820	2559989	SGL_RS13785	sll0402	aspartate aminotransferase	-
CDS	2560112	2561293	SGL_RS13790	sll0401	citrate synthase	-
CDS	2561499	2561993	SGL_RS13795	sll0400	phosphohistidine phosphatase SixA	-
CDS	2562056	2562859	SGL_RS13800	slr0440	alpha/beta hydrolase	+
CDS	2562953	2564149	SGL_RS13805	slr0049	saccharopine dehydrogenase	+
CDS	2564175	2564390	SGL_RS13810	ssr0102	sulfur carrier protein ThiS	+
CDS	2564465	2565445	SGL_RS13815	slr0050	ribonuclease Z	+
CDS	2565427	2566110	SGL_RS13820	sll0072	helix-turn-helix domain-containing protein	-
CDS	2566142	2567143	SGL_RS13825	sll0071	hypothetical protein	-
CDS	2567237	2568091	SGL_RS13830	sll0070	formyltetrahydrofolate deformylase	-
CDS	2568182	2568973	SGL_RS13835	slr0051	carbonate dehydratase	+
CDS	2568975	2569745	SGL_RS13840	sll0069	hypothetical protein	-
CDS	2569772	2573491	SGL_RS13845	sll0068	hypothetical protein	-
CDS	2573649	2574203	SGL_RS13850	sll0067	glutathione S-transferase family protein	-
CDS	2574297	2575244	SGL_RS13855	sll0066	hypothetical protein	-
CDS	2575344	2575862	SGL_RS13860	sll0065	acetolactate synthase small subunit	-
CDS	2576092	2576280	SGL_RS13865	ssr0109	DUF3285 domain-containing protein	+
CDS	2576285	2576824	SGL_RS13870	slr0053	endoribonuclease YbeY	+
CDS	2576889	2577416	SGL_RS13875	slr0054	diacylglycerol kinase	+
CDS	2577453	2578043	SGL_RS13880	slr0055	type 1 glutamine amidotransferase	+
CDS	2578187	2579161	SGL_RS13885	slr0056	chlorophyll synthase ChlG	+
CDS	2579308	2580135	SGL_RS13890	sll0064	amino acid ABC transporter substrate-binding	-
CDS	2580291	2580557	SGL_RS13895	sll0063a	DUF3539 domain-containing protein	-
CDS	2580710	2581897	SGL_RS13900	sll0063	AI-2E family transporter	-
CDS	2581944	2582393	SGL_RS13905	sll0062	hypothetical protein	-
CDS	2582546	2582869	SGL_RS13910	slr0058	hypothetical protein	+
tRNA	2582931	2583003	SGL_RS13915	ST6803t32	tRNA-Ala	-
CDS	2583030	2583335	SGL_RS13920	slr0059	hypothetical protein	+
CDS	2583410	2584519	SGL_RS13925	slr0060	hypothetical protein	+
CDS	2584793	2585458	SGL_RS13930	slr0061	hypothetical protein	+
CDS	2585489	2586523	SGL_RS13935	sll0060	AI-2E family transporter	-
